Time of Day,Process Name,PID,Operation,Path,Result,Detail
10:09:40.7990699 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\winspool.drv,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.7991005 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\winspool.drv,SUCCESS,SyncType: SyncTypeOther
10:09:40.7991928 PM,helpwire.exe,11772,CreateFile,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.7992266 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,SUCCESS,"CreationTime: 10/11/2025 4:16:56 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 12:53:50 AM, ChangeTime: 11/9/2025 4:07:29 PM, FileAttributes: A"
10:09:40.7992421 PM,helpwire.exe,11772,CloseFile,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,SUCCESS,
10:09:40.7993571 PM,helpwire.exe,11772,CreateFile,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.7993976 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.7994263 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.7994659 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\ole32.dll,SUCCESS,"Image Base: 0x75bc0000, Image Size: 0x154000"
10:09:40.7997794 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\winspool.drv,SUCCESS,"Image Base: 0x74810000, Image Size: 0x8b000"
10:09:40.8000075 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\rpcrt4.dll,SUCCESS,"Image Base: 0x756e0000, Image Size: 0xbc000"
10:09:40.8000371 PM,helpwire.exe,11772,Load Image,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,SUCCESS,"Image Base: 0x74590000, Image Size: 0x229000"
10:09:40.8002246 PM,helpwire.exe,11772,CloseFile,C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.6899_none_85bc35c1f7aab1c7\comctl32.dll,SUCCESS,
10:09:40.8005458 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\UxTheme.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8006545 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\oleaut32.dll,SUCCESS,"Image Base: 0x769b0000, Image Size: 0x9e000"
10:09:40.8006800 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\SHCore.dll,SUCCESS,"Image Base: 0x76160000, Image Size: 0xcf000"
10:09:40.8009168 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\winspool.drv,SUCCESS,
10:09:40.8014936 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\rpcrt4.dll,SUCCESS,"Image Base: 0x19a0000, Image Size: 0xbc000"
10:09:40.8016683 PM,helpwire.exe,11772,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots,NAME NOT FOUND,Desired Access: Enumerate Sub Keys
10:09:40.8017108 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\uxtheme.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8017923 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\uxtheme.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:49 PM, LastAccessTime: 11/11/2025 10:09:40 PM, LastWriteTime: 10/11/2025 4:18:49 PM, ChangeTime: 11/9/2025 4:21:25 PM, FileAttributes: A"
10:09:40.8017939 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\cfgmgr32.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8018075 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\uxtheme.dll,SUCCESS,
10:09:40.8018242 PM,helpwire.exe,11772,CreateFile,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f,SUCCESS,"Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8019107 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\cfgmgr32.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:04 PM, LastAccessTime: 11/11/2025 10:09:40 PM, LastWriteTime: 10/11/2025 4:18:04 PM, ChangeTime: 10/11/2025 5:44:09 PM, FileAttributes: A"
10:09:40.8019344 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\cfgmgr32.dll,SUCCESS,
10:09:40.8023562 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\uxtheme.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8024605 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\uxtheme.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8024980 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\cfgmgr32.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8025095 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\uxtheme.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8026022 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\cfgmgr32.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8026436 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\ws2_32.dll,SUCCESS,"Image Base: 0x77ae0000, Image Size: 0x61000"
10:09:40.8031780 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\cfgmgr32.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8034418 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\wintrust.dll,SUCCESS,"Image Base: 0x76cd0000, Image Size: 0x65000"
10:09:40.8036126 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\uxtheme.dll,SUCCESS,"Image Base: 0x74500000, Image Size: 0x7f000"
10:09:40.8038348 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\uxtheme.dll,SUCCESS,
10:09:40.8042790 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\cfgmgr32.dll,SUCCESS,"Image Base: 0x747c0000, Image Size: 0x43000"
10:09:40.8043657 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\oledlg.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8044169 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\cfgmgr32.dll,SUCCESS,
10:09:40.8047481 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\oledlg.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8047905 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\oledlg.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:09 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:09 PM, ChangeTime: 10/11/2025 5:44:09 PM, FileAttributes: A"
10:09:40.8048058 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\oledlg.dll,SUCCESS,
10:09:40.8048508 PM,helpwire.exe,11772,CreateFile,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8048840 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,SUCCESS,"CreationTime: 10/11/2025 4:19:33 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 9/30/2025 2:29:38 PM, ChangeTime: 11/9/2025 4:21:26 PM, FileAttributes: A"
10:09:40.8048989 PM,helpwire.exe,11772,CloseFile,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,SUCCESS,
10:09:40.8049342 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\oledlg.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8050134 PM,helpwire.exe,11772,CreateFile,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8050334 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\oledlg.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8050496 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8050616 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\oledlg.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8050726 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8052282 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\setupapi.dll,SUCCESS,"Image Base: 0x76250000, Image Size: 0x451000"
10:09:40.8057719 PM,helpwire.exe,11772,Load Image,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,SUCCESS,"Image Base: 0x74370000, Image Size: 0x17e000"
10:09:40.8058209 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\oledlg.dll,SUCCESS,"Image Base: 0x74330000, Image Size: 0x2e000"
10:09:40.8059409 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\oledlg.dll,SUCCESS,
10:09:40.8059459 PM,helpwire.exe,11772,CloseFile,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f\GdiPlus.dll,SUCCESS,
10:09:40.8062861 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\IPHLPAPI.DLL,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8063539 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\imm32.dll,SUCCESS,"Image Base: 0x75aa0000, Image Size: 0x25000"
10:09:40.8064027 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\WTSAPI32.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8069067 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\IPHLPAPI.DLL,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8069644 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\IPHLPAPI.DLL,SUCCESS,"CreationTime: 10/11/2025 4:18:46 PM, LastAccessTime: 11/11/2025 10:09:40 PM, LastWriteTime: 10/11/2025 4:18:46 PM, ChangeTime: 11/9/2025 4:07:26 PM, FileAttributes: A"
10:09:40.8069798 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\IPHLPAPI.DLL,SUCCESS,
10:09:40.8070398 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\wtsapi32.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8071909 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\wtsapi32.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:46 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:46 PM, ChangeTime: 10/11/2025 5:44:10 PM, FileAttributes: A"
10:09:40.8072063 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\wtsapi32.dll,SUCCESS,
10:09:40.8072066 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\VERSION.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8075629 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\IPHLPAPI.DLL,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8076703 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\wtsapi32.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8077734 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\wtsapi32.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8078015 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\version.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8078023 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\wtsapi32.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8078385 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\version.dll,SUCCESS,"CreationTime: 4/1/2024 7:22:09 AM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 4/1/2024 7:22:09 AM, ChangeTime: 10/11/2025 5:44:10 PM, FileAttributes: A"
10:09:40.8078652 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\version.dll,SUCCESS,
10:09:40.8078720 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\IPHLPAPI.DLL,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8079032 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\IPHLPAPI.DLL,SUCCESS,SyncType: SyncTypeOther
10:09:40.8084944 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\wtsapi32.dll,SUCCESS,"Image Base: 0x74d60000, Image Size: 0x20000"
10:09:40.8086738 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\wtsapi32.dll,SUCCESS,
10:09:40.8088035 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\version.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8088166 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\IPHLPAPI.DLL,SUCCESS,"Image Base: 0x74300000, Image Size: 0x27000"
10:09:40.8088934 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\version.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8089176 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\USERENV.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8089288 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\version.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8089760 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\IPHLPAPI.DLL,SUCCESS,
10:09:40.8092558 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\bcrypt.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8098385 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\version.dll,SUCCESS,"Image Base: 0x74d90000, Image Size: 0x8000"
10:09:40.8098554 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\userenv.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8099175 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\userenv.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:49 PM, LastAccessTime: 11/11/2025 10:09:40 PM, LastWriteTime: 10/11/2025 4:18:49 PM, ChangeTime: 10/11/2025 5:44:10 PM, FileAttributes: A"
10:09:40.8099345 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\userenv.dll,SUCCESS,
10:09:40.8100414 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\version.dll,SUCCESS,
10:09:40.8103284 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\OLEACC.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8105172 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\bcrypt.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8105963 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\userenv.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8105970 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\bcrypt.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:07 PM, LastAccessTime: 11/11/2025 10:09:40 PM, LastWriteTime: 10/11/2025 4:18:07 PM, ChangeTime: 10/11/2025 5:44:09 PM, FileAttributes: A"
10:09:40.8106143 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\bcrypt.dll,SUCCESS,
10:09:40.8106811 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\userenv.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8107461 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\userenv.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8112435 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\dwmapi.dll,SUCCESS,
10:09:40.8112556 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\bcrypt.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8113805 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\bcrypt.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8114342 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\bcrypt.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8115402 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\oleacc.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8116153 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\userenv.dll,SUCCESS,"Image Base: 0x74b70000, Image Size: 0x1f000"
10:09:40.8117419 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\userenv.dll,SUCCESS,
10:09:40.8118337 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\oleacc.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:25 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:25 PM, ChangeTime: 11/9/2025 4:21:26 PM, FileAttributes: A"
10:09:40.8118554 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\oleacc.dll,SUCCESS,
10:09:40.8121565 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\MAGNIFICATION.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8122578 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\oleacc.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8123337 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\oleacc.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8123652 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\oleacc.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8125370 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\bcrypt.dll,SUCCESS,"Image Base: 0x742e0000, Image Size: 0x1a000"
10:09:40.8126391 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\bcrypt.dll,SUCCESS,
10:09:40.8129152 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\d2d1.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8131345 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\oleacc.dll,SUCCESS,"Image Base: 0x74270000, Image Size: 0x5e000"
10:09:40.8132725 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\oleacc.dll,SUCCESS,
10:09:40.8133828 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\d2d1.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8134411 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\d2d1.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:11 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:11 PM, ChangeTime: 10/11/2025 5:44:09 PM, FileAttributes: A"
10:09:40.8134565 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\d2d1.dll,SUCCESS,
